session_id,count_4624,count_4625,count_4634,count_4648,count_4672,count_4688,count_4689,count_4720,count_4732,count_7045,count_7036,count_4663,count_4656,count_total,td_mean,td_std,td_min,td_max,n_unique_sources,n_unique_users,n_unique_hosts,seq_entropy,label
00023ffb-13b1-43ae-975e-051bd7380884,1,2,1,2,0,0,2,0,0,0,0,2,0,10,157.0,103.82249809704595,1.0,296.0,1,1,1,2.5219280948873624,0
0014279c-a0d0-411f-b6d1-e251db433bc9,1,2,1,1,0,0,0,0,0,0,0,0,2,7,135.5,116.4771079082352,1.0,284.0,1,1,1,2.2359263506290334,0
001a6dbe-b128-4edc-b06b-2ebb3bc569c5,1,0,1,0,1,2,1,0,0,0,0,0,0,6,25.0,43.05810028322197,0.0,111.0,1,1,1,2.251629167387823,1
002cbe57-0b78-417d-93c7-103ef26cfa19,1,0,0,0,1,2,1,0,0,0,0,0,2,7,45.0,42.261093218230876,2.0,99.0,1,1,1,2.2359263506290334,1
0040f108-5789-460c-be47-b3b136a5ccbb,1,11,0,1,1,3,0,0,0,0,0,0,0,17,27.6875,52.49609360466739,1.0,153.0,1,1,1,1.569307823181296,1
00427efb-47e7-468c-864e-60da082267be,1,0,0,0,1,2,2,0,0,0,0,0,0,6,39.2,54.44409977215162,2.0,146.0,1,1,1,1.9182958340544896,1
00491763-86ca-4d7c-b01c-2c3644935ed5,1,1,0,2,1,1,3,0,0,0,0,4,2,15,76.64285714285714,63.996213217052535,6.0,224.0,1,1,1,2.7898980954642876,0
00543fa4-056b-4617-b5a7-b27494911fb1,1,1,0,1,1,2,4,0,0,0,0,11,1,22,53.333333333333336,80.0947851184745,3.0,293.0,1,1,1,2.2751703547731945,0
005bdbcc-7f4b-4554-86aa-bfcabaf1f28b,1,1,1,1,0,0,3,0,0,1,1,3,3,15,112.21428571428571,83.39593906816582,10.0,253.0,2,1,1,2.955913095175825,0
007ffab8-5ee7-494a-8c4b-c4ac05f67494,1,0,0,0,1,2,1,0,0,0,0,0,0,5,17.0,25.406692031825003,2.0,61.0,1,1,1,1.9219280948873625,1
00b589ac-a166-4e72-af68-bc7f987e176f,1,1,1,0,1,4,4,0,0,0,0,15,3,30,59.86206896551724,88.33624012746587,2.0,299.0,1,1,1,2.2616157143988103,0
00d27658-7e5e-4bc2-b622-05be5151ae0f,1,2,1,0,1,2,1,0,0,1,1,14,0,24,24.82608695652174,45.169874699187126,1.0,145.0,2,1,1,2.197338796187554,0
00d2dd66-f4ed-461b-a26d-2b89e907136d,1,2,0,1,1,2,2,0,0,0,0,3,2,14,72.15384615384616,75.00650859332772,5.0,220.0,1,1,1,2.896291529045928,0
00fb72a6-f50d-4c1b-b261-df468d2eb14d,1,0,1,3,1,4,3,0,0,0,0,0,2,15,97.35714285714286,86.30478147891024,4.0,288.0,1,1,1,2.60623892865339,0
011090b3-04e8-45f5-8193-82db79fc72b7,1,2,0,4,1,1,3,0,0,0,0,2,0,14,88.92307692307692,77.87214525051407,2.0,236.0,1,1,1,2.6105772433316425,0
0112446e-5b3d-45e5-9c78-b12a8e64273c,1,0,1,0,1,2,3,0,0,1,1,0,1,11,56.3,47.74945025861554,2.0,145.0,2,1,1,2.8453509366224368,0
011409a8-0762-4b9a-a1ef-02748f96294e,1,14,1,1,0,0,1,0,0,0,0,8,1,27,30.153846153846153,65.8288528672837,2.0,287.0,1,1,1,1.8918145796150814,0
011c7ccc-1c23-4947-8f68-2f170ec6a2e2,1,1,1,0,1,2,1,0,0,0,0,6,0,13,89.91666666666667,85.47851419443887,5.0,295.0,1,1,1,2.353533948577482,0
0129d1f3-d835-4ab3-bb61-12459b94c474,1,15,1,1,1,2,1,0,0,1,1,14,3,41,37.35,68.95054387022628,1.0,275.0,2,1,1,2.4633760205913107,0
0130cc66-418a-470f-acdf-c3c173622c50,1,2,1,1,0,2,0,0,0,0,0,0,1,8,65.28571428571429,70.36986831980673,1.0,199.0,1,1,1,2.5,0
013f831c-9278-4892-afcd-f0000cf6e457,1,1,0,2,1,2,2,0,0,0,0,2,1,12,121.54545454545455,99.40583816435041,9.0,267.0,1,1,1,2.91829583405449,0
