session_id,count_4624,count_4625,count_4634,count_4648,count_4672,count_4688,count_4689,count_4720,count_4732,count_7045,count_7036,count_4663,count_4656,count_total,td_mean,td_std,td_min,td_max,n_unique_sources,n_unique_users,n_unique_hosts,seq_entropy,label
0016bfb7-22a9-41b7-9ae3-9e1224b09f5b,1,12,1,2,0,1,0,0,0,1,1,0,0,19,30.72222222222222,63.050954310828416,1.0,280.0,2,1,1,1.878477512988119,0
00228915-641c-4513-aef0-db80807d8569,1,2,1,3,0,1,0,0,0,1,1,1,1,12,91.9090909090909,97.15073063446263,2.0,279.0,2,1,1,3.022055208874201,0
005bf672-b957-4a3b-89d0-df7795422547,1,0,1,3,1,2,1,0,0,0,0,7,1,17,68.5,76.45995684016569,1.0,262.0,1,1,1,2.53414684380524,0
007a25f2-c622-4994-b1eb-cc8e2af3cb88,1,0,1,0,1,2,3,0,0,0,0,18,1,27,45.19230769230769,70.95937040673846,1.0,292.0,1,1,1,1.7247564826032802,0
0088f303-6df4-456a-874d-e7dabee57b50,1,1,0,1,1,1,1,0,0,0,0,7,0,13,45.333333333333336,63.943117082468085,3.0,206.0,1,1,1,2.1887870678023824,0
008bc623-897a-41ee-8b51-c99bd0f2cd58,1,7,0,1,1,2,0,0,0,0,0,0,1,13,38.416666666666664,60.699338729694766,1.0,156.0,1,1,1,2.0349409139562287,1
00bf9c1a-00dc-4d6e-9e37-2a0e112059be,1,13,0,1,1,3,3,0,0,1,1,2,2,28,56.18518518518518,78.21624205535575,1.0,256.0,2,1,1,2.606801659908992,0
00c7b416-32fd-4568-b1ae-73c4631a0eaa,1,0,0,2,0,1,0,0,0,1,1,3,1,10,122.66666666666667,89.06177631284928,29.0,274.0,2,1,1,2.6464393446710157,0
00ceebcd-dd3f-43b6-96e1-f8a91295b9b5,1,1,0,1,1,2,1,0,0,0,0,0,1,8,85.42857142857143,97.06824866020395,8.0,275.0,1,1,1,2.75,0
00e3415d-02d1-4e91-a06b-dc1c57b65f8b,1,0,0,0,1,2,0,0,0,1,1,0,2,8,34.57142857142857,40.45758676108366,1.0,118.0,2,1,1,2.5,1
00e623ce-826e-46bd-8a61-d831dc93e9dc,1,2,0,1,1,3,2,0,0,0,0,12,2,24,53.17391304347826,68.82469992285255,2.0,230.0,1,1,1,2.3443609377704338,0
00ebb976-8949-4f71-9d57-8f65407d8174,1,0,0,0,0,0,2,0,0,1,1,9,1,15,31.0,53.33452379623754,2.0,204.0,2,1,1,1.8716022614097978,0
00f1da32-5c08-4d4a-a1cc-e56399c3598a,1,0,0,1,0,0,0,0,0,0,0,18,0,20,7.0,24.115947988176227,0.0,109.0,1,1,1,0.5689955935892812,1
00f964ef-f8b4-45e8-9876-3281231aacc9,1,0,0,0,1,4,1,0,0,0,0,0,0,7,44.833333333333336,54.16769229798228,1.0,153.0,1,1,1,1.6644977792004614,1
00fcc063-b9fe-49a4-b7f6-f64e8da0bef8,1,0,1,0,1,2,3,0,0,0,0,12,1,21,78.85,87.54614497509299,2.0,298.0,1,1,1,2.0221061127398396,0
011dbee5-75e2-46d1-a292-73c86a2c3799,1,0,1,2,1,4,3,0,0,0,0,1,2,15,80.64285714285714,57.52962856881058,2.0,231.0,1,1,1,2.7898980954642876,0
0122a00d-fb1e-4d47-8c48-00f65c9d7d47,1,1,1,0,0,2,1,0,0,0,0,5,1,12,191.45454545454547,87.25965811235051,1.0,290.0,1,1,1,2.450825794518088,0
01252273-f521-4dd2-a8da-810e167f2022,1,0,1,2,1,3,2,0,0,0,0,10,0,20,72.10526315789474,89.63604463950291,2.0,264.0,1,1,1,2.2232196723355075,0
012e4452-bc80-40cc-9ba1-a877de21dee3,1,0,1,2,1,1,1,0,0,0,0,0,1,8,108.42857142857143,95.23033301700993,4.0,251.0,1,1,1,2.75,0
01700baf-be84-4f77-8570-468fb2aa3971,1,2,1,1,1,3,3,0,0,0,0,11,1,24,48.34782608695652,71.20552536917475,1.0,264.0,1,1,1,2.519815716998773,0
01749360-7947-439b-8364-16dc4d67c591,1,2,1,1,1,2,3,0,0,1,1,1,1,15,97.64285714285714,91.673806153633,2.0,298.0,2,1,1,3.323231428797621,0
018f24ac-4393-414f-87b3-7d3bbcc8a0b2,1,0,1,1,0,3,3,0,0,0,0,3,0,12,144.54545454545453,88.00347476235206,24.0,290.0,1,1,1,2.396240625180289,0
0198d36c-64dc-4cff-9d0c-1470e6929c22,1,2,1,2,1,4,3,0,0,0,0,1,2,17,71.375,61.151323575209716,1.0,226.0,1,1,1,2.984234164652489,0
01a7ab32-cb8d-4adf-bdb6-32dcc7d1b9dd,1,0,1,2,1,1,1,0,0,0,0,0,1,8,106.0,113.07266942735795,5.0,296.0,1,1,1,2.75,0
01aa487e-83ca-477e-9ecf-a6d7c5643a60,1,0,0,2,1,3,2,0,0,0,0,2,2,13,129.0,92.84934033152847,2.0,286.0,1,1,1,2.7192945256669794,0
01d18910-424e-4949-9e72-64b198f79e38,1,4,1,1,0,1,1,0,0,0,0,4,2,15,81.92857142857143,91.23397259300967,1.0,256.0,1,1,1,2.706890595608519,0
01d98ad7-db77-4f59-bf03-c38c2e854957,1,0,1,1,1,1,1,0,0,0,0,8,1,15,58.357142857142854,81.958706626183,4.0,261.0,1,1,1,2.3068905956085186,0
01f3575b-6976-48a0-95a0-43820e9670dd,1,1,1,0,0,2,1,0,0,0,0,0,2,8,91.14285714285714,63.57319419698968,3.0,181.0,1,1,1,2.5,0
024ce386-df36-47ac-88c4-889840d1a132,1,2,1,2,0,0,0,0,0,0,0,13,1,20,56.10526315789474,85.49785761356652,2.0,252.0,1,1,1,1.7166422780956525,0
02621aa3-7762-4a42-9e64-508a7494bba4,1,2,1,1,1,2,2,0,0,1,1,2,0,14,60.15384615384615,80.4026847560225,2.0,288.0,2,1,1,3.235926350629033,0
