session_id,count_4624,count_4625,count_4634,count_4648,count_4672,count_4688,count_4689,count_4720,count_4732,count_7045,count_7036,count_4663,count_4656,count_total,td_mean,td_std,td_min,td_max,n_unique_sources,n_unique_users,n_unique_hosts,seq_entropy,label
00001225-a54f-4348-867e-aef3d068a574,1,1,1,0,1,3,2,0,0,0,0,3,4,16,103.2,96.36749106069605,4.0,294.0,1,1,1,2.7806390622295667,0
0011ae8f-b373-4750-84d9-55576544af18,1,13,1,0,1,2,0,0,0,0,0,0,2,20,17.105263157894736,36.51948973074385,0.0,145.0,1,1,1,1.7166422780956525,1
001638ad-80b0-4ecb-b69a-adf1dd71d40b,1,1,1,3,0,1,0,0,0,0,0,0,2,9,154.0,105.17604289951205,10.0,291.0,1,1,1,2.4193819456463714,0
004aada2-4cc7-43fb-85ec-0a164c970206,1,11,0,0,1,1,0,0,0,0,0,0,1,15,10.857142857142858,28.091323375369694,1.0,112.0,1,1,1,1.3699740752745007,1
004e113e-34c0-4753-98a6-ebd1e36411d7,1,14,1,3,1,3,3,0,0,0,0,1,2,29,58.0,79.17746793483249,1.0,274.0,1,1,1,2.459097153220784,0
00572df2-5722-4c60-9a2f-4b716fe6147b,1,1,1,1,1,1,3,0,0,1,1,9,1,21,48.7,69.42125034886652,1.0,275.0,2,1,1,2.807354922057604,0
00680957-3bb3-4929-b146-177028421a63,1,10,0,0,0,2,2,0,0,1,1,2,0,19,45.166666666666664,69.73620930971865,3.0,298.0,2,1,1,2.1837548319239213,0
0099fa04-00e9-4401-aeb0-fe71ffcceecf,1,2,1,1,1,2,1,0,0,1,1,1,0,12,33.0,20.16297236385188,3.0,67.0,2,1,1,3.2516291673878235,0
009ccce4-5473-467a-8b1c-2b44bc9b2a37,1,2,1,0,0,1,0,0,0,0,0,1,1,7,88.0,87.97726979169109,1.0,225.0,1,1,1,2.521640636343319,0
00ad02f4-11ac-44a0-8279-fea09a6bd251,1,2,1,1,0,1,1,0,0,0,0,6,0,13,58.5,76.80983010005946,1.0,239.0,1,1,1,2.353533948577482,0
00cb65ce-18a2-42ee-ba06-47d2fdaabdd8,1,0,1,3,1,4,2,0,0,0,0,14,1,27,67.26923076923077,86.37465693678178,2.0,253.0,1,1,1,2.2342261536090264,0
00deca18-876f-4990-9ace-b721c1a8ccbf,1,1,1,1,1,2,2,0,0,1,1,10,1,22,50.80952380952381,76.51929047017462,2.0,286.0,2,1,1,2.7676461209612246,0
00e25b69-1b77-4c3c-a240-21e9eccd174f,1,0,0,1,1,2,1,0,0,0,0,0,0,6,47.4,54.10582223753743,1.0,119.0,1,1,1,2.251629167387823,1
00ef4377-806a-48e9-9f13-e12b816c7bb7,1,11,1,3,1,2,1,0,0,0,0,3,0,23,47.0,73.38132038753584,3.0,294.0,1,1,1,2.3686261817380037,0
01036688-ad30-4037-bc5c-e2b3b4d9a823,1,2,1,2,1,3,3,0,0,0,0,16,1,30,47.06896551724138,77.82913692250646,1.0,272.0,1,1,1,2.3232314287976203,0
010addfd-c1e8-4350-93f4-b003db9487a2,1,1,1,1,0,3,0,0,0,1,1,5,1,15,84.5,99.62626589982612,4.0,289.0,2,1,1,2.8159220638351665,0
01189b26-b519-40d4-8637-c0162ccfd101,1,1,1,1,0,1,0,0,0,0,0,17,1,23,45.54545454545455,77.18968800224741,2.0,293.0,1,1,1,1.5023937690458924,0
011d1751-a0ad-45fc-8aa9-7ce8960952ff,1,11,1,1,1,6,1,0,0,0,0,1,0,23,44.18181818181818,56.17152009178216,2.0,189.0,1,1,1,2.1947131382597433,0
01361a86-d046-42aa-bf0b-01265c1f570e,1,2,1,1,1,1,1,0,0,0,0,17,1,26,32.56,66.77309637870628,2.0,259.0,1,1,1,1.9509447834774087,0
013bd681-f961-444b-8372-01d4e8a7fbe9,1,1,1,2,1,3,3,0,0,1,1,7,2,23,87.81818181818181,104.43947197197582,1.0,296.0,2,1,1,3.081768066547006,0
0140a521-cac7-4a10-b873-2bead3a0a44c,1,2,1,2,1,2,3,0,0,1,1,3,0,17,75.75,90.22575851717734,8.0,287.0,2,1,1,3.1751231351134606,0
014361b0-3924-4a0d-b74d-5754f1ec584d,1,0,0,0,1,1,0,0,0,1,1,0,1,6,24.4,40.922365523024204,1.0,106.0,2,1,1,2.584962500721156,1
