session_id,count_4624,count_4625,count_4634,count_4648,count_4672,count_4688,count_4689,count_4720,count_4732,count_7045,count_7036,count_4663,count_4656,count_total,td_mean,td_std,td_min,td_max,n_unique_sources,n_unique_users,n_unique_hosts,seq_entropy,label
00044247-d6ac-426c-90ad-abf40a4fee95,1,2,1,3,1,3,2,0,0,0,0,4,0,17,99.4375,91.64876482391892,7.0,283.0,1,1,1,2.8221819586428727,0
0013f953-796a-43c0-8cea-48efbce23dfc,1,2,1,0,0,2,2,0,0,0,0,1,0,9,88.25,103.73011857700732,5.0,282.0,1,1,1,2.503258334775646,0
0030f67c-dec2-4ac9-b76a-54c9de96ae1a,1,0,0,4,1,3,2,0,0,1,1,1,1,15,59.714285714285715,70.42770210996376,5.0,245.0,2,1,1,2.9232314287976213,0
003ad91a-ab11-4def-bdc3-ecdc139c3346,1,2,1,1,0,4,2,0,0,0,0,13,2,26,63.48,81.30442546380856,1.0,299.0,1,1,1,2.311758320609008,0
005ae3bb-2cf1-4900-a335-eb6c77dcd523,1,2,1,1,1,5,1,0,0,1,1,13,1,28,47.48148148148148,63.12443347475617,2.0,234.0,2,1,1,2.603235035976497,0
009fd32c-d7a8-4ef6-9839-47474dc91369,1,13,1,2,1,1,1,0,0,1,1,0,1,23,41.04545454545455,67.41491423384758,1.0,276.0,2,1,1,2.3450525501511783,0
009ff833-60fb-445c-8150-fd1e69899f3e,1,2,1,1,1,1,1,0,0,1,1,2,2,14,95.23076923076923,104.05187600138828,6.0,283.0,2,1,1,3.3787834934861762,0
00a839a5-b943-457f-8d10-e2097d84d8e4,1,2,1,2,1,1,3,0,0,1,1,0,0,13,70.66666666666667,64.35491865860415,1.0,203.0,2,1,1,3.0269868333592873,0
00c0ecd0-291f-4147-9124-2c01b3033004,1,0,1,1,0,1,2,0,0,1,1,2,3,13,135.33333333333334,83.17685308358863,26.0,287.0,2,1,1,3.0269868333592873,0
00c23268-f403-438d-8d57-5b39e7c16300,1,0,1,0,1,1,1,0,0,0,0,0,1,6,16.6,24.80806320533709,0.0,65.0,1,1,1,2.584962500721156,1
00ddbea6-4a8a-4b5a-9911-e001b784b868,1,6,0,1,1,3,1,0,0,0,0,8,2,23,57.31818181818182,91.70624364767616,1.0,290.0,1,1,1,2.5120548905574296,0
00de6cd5-11c2-461a-82f8-2b5fc8a08c80,1,0,0,0,1,2,0,0,0,1,1,0,1,7,32.833333333333336,55.33358433678009,1.0,154.0,2,1,1,2.521640636343319,1
00ecb662-4a96-4462-9648-a6158ef979d5,1,14,1,2,1,1,2,0,0,1,1,11,4,39,50.6578947368421,78.91677038627117,1.0,259.0,2,1,1,2.6352299954310503,0
00f744fc-c63f-4f1c-9521-ddad2a719276,1,1,0,1,0,3,1,0,0,1,1,2,0,11,121.5,111.86085106059224,2.0,291.0,2,1,1,2.8453509366224368,0
